<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.01	23:00:00	2064.593	2066.092	2063.301	2065.142	352	0	1124
2024.01.01	23:15:00	2065.159	2065.900	2064.443	2064.698	533	0	377
2024.01.01	23:30:00	2064.664	2065.131	2063.634	2064.258	588	0	1113
2024.01.01	23:45:00	2064.259	2064.259	2062.643	2063.543	523	0	1111
2024.01.02	00:00:00	2063.347	2064.932	2063.331	2064.006	721	0	371
2024.01.02	00:15:00	2064.015	2064.393	2062.175	2063.323	759	0	368
2024.01.02	00:30:00	2063.323	2064.559	2062.831	2064.559	607	0	369
2024.01.02	00:45:00	2064.588	2065.762	2064.322	2065.340	729	0	368
2024.01.02	01:00:00	2065.341	2069.627	2064.870	2069.206	1686	0	200
2024.01.02	01:15:00	2069.248	2069.900	2067.144	2068.403	1243	0	199
2024.01.02	01:30:00	2068.308	2068.462	2066.869	2068.094	885	0	369
2024.01.02	01:45:00	2068.081	2068.951	2066.290	2066.536	770	0	369
2024.01.02	02:00:00	2066.512	2066.749	2063.891	2064.607	820	0	368
2024.01.02	02:15:00	2064.619	2066.983	2064.560	2066.596	762	0	369
2024.01.02	02:30:00	2066.597	2068.247	2065.657	2067.342	843	0	369
2024.01.02	02:45:00	2067.307	2068.267	2067.207	2067.669	725	0	367
2024.01.02	03:00:00	2067.693	2069.394	2066.422	2068.867	776	0	368
2024.01.02	03:15:00	2068.934	2069.863	2068.934	2069.631	729	0	368
2024.01.02	03:30:00	2069.589	2069.854	2069.295	2069.767	598	0	369
2024.01.02	03:45:00	2069.688	2070.338	2068.541	2069.487	653	0	368
2024.01.02	04:00:00	2069.492	2070.447	2069.117	2070.335	598	0	368
2024.01.02	04:15:00	2070.425	2070.666	2068.830	2069.339	623	0	369
2024.01.02	04:30:00	2069.342	2070.346	2069.342	2069.818	580	0	368
2024.01.02	04:45:00	2069.851	2070.108	2068.823	2069.500	649	0	368
2024.01.02	05:00:00	2069.567	2071.604	2069.370	2071.476	708	0	368
2024.01.02	05:15:00	2071.469	2071.832	2070.682	2071.357	701	0	368
2024.01.02	05:30:00	2071.353	2072.093	2070.682	2072.003	782	0	369
2024.01.02	05:45:00	2072.015	2074.800	2071.774	2074.310	917	0	369
2024.01.02	06:00:00	2074.307	2074.847	2072.839	2074.625	833	0	369
2024.01.02	06:15:00	2074.538	2076.639	2074.103	2075.661	820	0	370
2024.01.02	06:30:00	2075.742	2076.466	2074.654	2074.901	879	0	370
2024.01.02	06:45:00	2074.965	2075.120	2073.760	2074.144	762	0	368
2024.01.02	07:00:00	2074.077	2075.659	2073.231	2075.272	893	0	369
2024.01.02	07:15:00	2075.245	2076.358	2074.402	2075.115	969	0	369
2024.01.02	07:30:00	2075.123	2075.655	2074.565	2075.074	827	0	368
2024.01.02	07:45:00	2075.086	2075.406	2073.065	2073.065	891	0	369
2024.01.02	08:00:00	2073.130	2074.405	2072.216	2073.947	966	0	368
2024.01.02	08:15:00	2074.025	2074.062	2072.180	2072.588	866	0	368
2024.01.02	08:30:00	2072.588	2074.308	2071.700	2073.753	951	0	368
2024.01.02	08:45:00	2073.848	2073.874	2072.324	2073.216	816	0	369
2024.01.02	09:00:00	2073.276	2075.478	2073.184	2074.404	836	0	368
2024.01.02	09:15:00	2074.397	2075.471	2073.921	2074.596	845	0	221
2024.01.02	09:30:00	2074.540	2078.877	2074.540	2078.255	899	0	221
2024.01.02	09:45:00	2078.258	2078.813	2076.772	2077.032	934	0	200
2024.01.02	10:00:00	2077.048	2077.753	2074.483	2074.966	1050	0	199
2024.01.02	10:15:00	2074.919	2075.344	2073.450	2074.646	1077	0	200
2024.01.02	10:30:00	2074.607	2076.084	2074.331	2075.607	1013	0	199
2024.01.02	10:45:00	2075.604	2076.574	2075.337	2075.949	1006	0	200
2024.01.02	11:00:00	2075.935	2076.177	2073.815	2073.998	1045	0	199
2024.01.02	11:15:00	2073.997	2075.863	2072.803	2074.978	1291	0	199
2024.01.02	11:30:00	2074.997	2074.997	2068.357	2068.830	1677	0	199
2024.01.02	11:45:00	2068.799	2070.310	2068.247	2069.221	1306	0	199
2024.01.02	12:00:00	2069.179	2069.498	2066.245	2066.740	1441	0	199
2024.01.02	12:15:00	2066.749	2067.110	2065.016	2066.000	1373	0	199
2024.01.02	12:30:00	2065.979	2068.313	2065.556	2067.217	1259	0	199
2024.01.02	12:45:00	2067.174	2068.082	2066.635	2067.869	1133	0	199
2024.01.02	13:00:00	2067.829	2068.735	2064.817	2065.587	1704	0	199
2024.01.02	13:15:00	2065.619	2068.767	2065.358	2067.075	1794	0	199
2024.01.02	13:30:00	2067.092	2071.018	2066.942	2069.712	1993	0	199
2024.01.02	13:45:00	2069.742	2069.795	2064.824	2066.272	1772	0	199
2024.01.02	14:00:00	2066.312	2067.264	2064.834	2065.269	1655	0	199
2024.01.02	14:15:00	2065.233	2067.884	2064.550	2065.910	1544	0	199
2024.01.02	14:30:00	2065.875	2070.016	2062.136	2065.763	2930	0	199
2024.01.02	14:45:00	2065.793	2070.393	2065.793	2070.325	2786	0	199
2024.01.02	15:00:00	2070.366	2070.709	2066.460	2067.243	2409	0	200
2024.01.02	15:15:00	2067.281	2067.839	2063.972	2064.807	2180	0	199
2024.01.02	15:30:00	2064.776	2065.254	2056.097	2058.786	4674	0	199
2024.01.02	15:45:00	2058.840	2059.798	2057.213	2059.305	2267	0	200
2024.01.02	16:00:00	2059.336	2067.595	2059.091	2066.301	2389	0	199
2024.01.02	16:15:00	2066.253	2066.898	2064.629	2065.352	1691	0	199
2024.01.02	16:30:00	2065.319	2065.584	2064.085	2065.034	1377	0	199
2024.01.02	16:45:00	2064.992	2066.919	2064.969	2066.092	1131	0	200
2024.01.02	17:00:00	2066.040	2066.909	2064.632	2064.783	1135	0	199
2024.01.02	17:15:00	2064.730	2064.986	2062.730	2063.961	1248	0	200
2024.01.02	17:30:00	2063.978	2065.185	2063.626	2064.604	1068	0	199
2024.01.02	17:45:00	2064.571	2064.578	2061.791	2062.681	1152	0	199
2024.01.02	18:00:00	2062.724	2063.312	2061.381	2062.699	1037	0	200
2024.01.02	18:15:00	2062.668	2064.920	2062.453	2064.416	967	0	200
2024.01.02	18:30:00	2064.414	2064.451	2061.395	2061.603	937	0	199
2024.01.02	18:45:00	2061.632	2062.461	2060.514	2061.164	1064	0	199
2024.01.02	19:00:00	2061.158	2062.175	2060.828	2061.704	911	0	200
2024.01.02	19:15:00	2061.710	2061.958	2060.370	2061.636	835	0	200
2024.01.02	19:30:00	2061.581	2062.064	2061.103	2061.728	790	0	199
2024.01.02	19:45:00	2061.733	2061.840	2060.454	2060.946	873	0	200
2024.01.02	20:00:00	2060.990	2061.577	2060.467	2060.853	777	0	200
2024.01.02	20:15:00	2060.822	2061.406	2059.419	2059.687	816	0	200
2024.01.02	20:30:00	2059.683	2060.262	2058.832	2058.964	939	0	199
2024.01.02	20:45:00	2058.999	2059.320	2057.837	2058.143	963	0	199
2024.01.02	21:00:00	2058.150	2058.960	2057.993	2058.739	765	0	199
2024.01.02	21:15:00	2058.793	2059.073	2058.250	2058.454	558	0	200
2024.01.02	21:30:00	2058.448	2058.914	2058.448	2058.504	409	0	199
2024.01.02	21:45:00	2058.487	2059.231	2058.425	2058.855	361	0	200
2024.01.02	23:00:00	2058.797	2059.256	2058.408	2058.789	338	0	599
2024.01.02	23:15:00	2058.789	2059.315	2058.513	2059.146	407	0	599
2024.01.02	23:30:00	2059.148	2059.440	2058.615	2059.303	526	0	599
2024.01.02	23:45:00	2059.241	2059.874	2058.935	2059.476	603	0	599
2024.01.03	00:00:00	2059.448	2061.004	2059.227	2060.978	720	0	200
2024.01.03	00:15:00	2060.973	2062.127	2060.275	2062.055	710	0	199
2024.01.03	00:30:00	2062.043	2062.065	2059.922	2060.345	1111	0	199
2024.01.03	00:45:00	2060.294	2060.810	2060.004	2060.197	832	0	200
2024.01.03	01:00:00	2060.185	2062.127	2060.069	2062.080	1001	0	199
2024.01.03	01:15:00	2062.078	2062.095	2059.448	2061.115	1181	0	199
2024.01.03	01:30:00	2061.126	2062.007	2060.968	2061.360	1115	0	199
2024.01.03	01:45:00	2061.389	2062.553	2061.120	2062.379	915	0	199
2024.01.03	02:00:00	2062.410	2063.986	2061.598	2063.986	1006	0	200
2024.01.03	02:15:00	2063.982	2064.423	2062.730	2064.133	1080	0	199
2024.01.03	02:30:00	2064.104	2065.172	2063.365	2064.524	889	0	199
2024.01.03	02:45:00	2064.512	2065.123	2063.952	2064.696	883	0	200
2024.01.03	03:00:00	2064.701	2065.541	2063.575	2063.680	846	0	200
2024.01.03	03:15:00	2063.703	2064.008	2063.255	2063.596	856	0	200
2024.01.03	03:30:00	2063.603	2065.201	2063.380	2065.030	721	0	199
2024.01.03	03:45:00	2065.026	2065.369	2064.503	2065.072	668	0	199
2024.01.03	04:00:00	2065.023	2065.050	2064.352	2064.705	661	0	200
2024.01.03	04:15:00	2064.705	2065.123	2064.543	2065.077	568	0	200
2024.01.03	04:30:00	2065.075	2065.521	2064.782	2065.058	618	0	199
2024.01.03	04:45:00	2065.002	2065.089	2064.474	2064.764	611	0	200
2024.01.03	05:00:00	2064.762	2064.762	2063.601	2063.822	743	0	200
2024.01.03	05:15:00	2063.818	2064.240	2063.430	2063.489	681	0	200
2024.01.03	05:30:00	2063.485	2065.982	2063.485	2065.013	971	0	200
2024.01.03	05:45:00	2065.008	2065.008	2063.762	2064.061	858	0	199
2024.01.03	06:00:00	2064.024	2065.373	2063.566	2065.151	925	0	200
2024.01.03	06:15:00	2065.127	2065.251	2063.375	2064.576	905	0	200
2024.01.03	06:30:00	2064.575	2064.875	2064.173	2064.221	815	0	200
2024.01.03	06:45:00	2064.186	2065.091	2063.718	2064.300	846	0	200
2024.01.03	07:00:00	2064.268	2064.320	2061.956	2062.209	1026	0	200
2024.01.03	07:15:00	2062.223	2062.549	2060.827	2061.487	1185	0	200
2024.01.03	07:30:00	2061.488	2063.353	2060.995	2063.295	1050	0	200
2024.01.03	07:45:00	2063.317	2063.724	2062.542	2062.915	1002	0	200
2024.01.03	08:00:00	2062.910	2064.376	2062.425	2063.698	1136	0	199
2024.01.03	08:15:00	2063.691	2063.691	2058.848	2060.660	1362	0	199
2024.01.03	08:30:00	2060.702	2061.667	2059.893	2061.634	1308	0	200
2024.01.03	08:45:00	2061.668	2061.739	2059.424	2060.083	1110	0	200
2024.01.03	09:00:00	2060.050	2060.576	2057.904	2058.397	1163	0	199
2024.01.03	09:15:00	2058.428	2059.152	2057.863	2058.814	1161	0	200
2024.01.03	09:30:00	2058.815	2059.174	2054.243	2054.948	1200	0	199
2024.01.03	09:45:00	2055.002	2056.958	2055.002	2056.796	1337	0	199
2024.01.03	10:00:00	2056.744	2057.157	2055.483	2055.674	1064	0	199
2024.01.03	10:15:00	2055.692	2055.742	2052.648	2053.057	1162	0	199
2024.01.03	10:30:00	2053.087	2055.411	2053.045	2054.701	1180	0	199
2024.01.03	10:45:00	2054.759	2055.892	2054.269	2054.849	983	0	199
2024.01.03	11:00:00	2054.850	2055.634	2052.243	2053.184	1094	0	199
2024.01.03	11:15:00	2053.126	2053.725	2051.506	2052.310	1070	0	200
2024.01.03	11:30:00	2052.313	2052.324	2047.628	2049.145	1488	0	199
2024.01.03	11:45:00	2049.166	2049.978	2046.614	2047.617	1579	0	200
2024.01.03	12:00:00	2047.648	2048.177	2042.993	2045.486	2203	0	199
2024.01.03	12:15:00	2045.440	2046.299	2041.737	2043.551	1609	0	199
2024.01.03	12:30:00	2043.499	2046.232	2042.058	2046.016	1757	0	199
2024.01.03	12:45:00	2046.009	2048.369	2045.275	2045.712	1629	0	199
2024.01.03	13:00:00	2045.749	2047.987	2044.872	2045.318	1949	0	199
2024.01.03	13:15:00	2045.284	2046.303	2041.382	2042.722	2069	0	199
2024.01.03	13:30:00	2042.775	2044.919	2041.424	2041.977	2208	0	199
2024.01.03	13:45:00	2041.929	2041.929	2038.640	2040.974	2047	0	199
2024.01.03	14:00:00	2041.027	2042.294	2036.366	2037.315	1984	0	200
2024.01.03	14:15:00	2037.284	2037.610	2034.419	2036.979	2395	0	199
2024.01.03	14:30:00	2037.030	2037.208	2031.752	2035.008	2672	0	200
2024.01.03	14:45:00	2034.958	2039.434	2034.244	2037.822	2338	0	199
2024.01.03	15:00:00	2037.770	2048.767	2036.139	2040.575	4466	0	199
2024.01.03	15:15:00	2040.626	2040.758	2035.418	2037.464	2957	0	199
2024.01.03	15:30:00	2037.326	2038.843	2032.082	2033.833	2565	0	199
2024.01.03	15:45:00	2033.865	2035.210	2031.782	2032.552	2427	0	199
2024.01.03	16:00:00	2032.601	2036.051	2031.250	2033.751	2485	0	199
2024.01.03	16:15:00	2033.688	2035.588	2033.365	2034.030	1823	0	199
2024.01.03	16:30:00	2034.076	2034.649	2032.539	2032.908	1789	0	199
2024.01.03	16:45:00	2032.948	2033.068	2031.305	2032.375	1478	0	199
2024.01.03	17:00:00	2032.423	2033.288	2030.912	2033.165	1477	0	199
2024.01.03	17:15:00	2033.179	2033.779	2032.029	2032.742	1353	0	199
2024.01.03	17:30:00	2032.740	2032.881	2030.541	2032.045	1282	0	200
2024.01.03	17:45:00	2032.050	2033.350	2031.013	2033.303	1199	0	199
2024.01.03	18:00:00	2033.311	2035.036	2032.857	2032.932	1239	0	200
2024.01.03	18:15:00	2032.979	2035.218	2032.887	2034.878	1154	0	199
2024.01.03	18:30:00	2034.927	2035.382	2033.964	2035.257	984	0	199
2024.01.03	18:45:00	2035.266	2036.331	2034.974	2035.754	998	0	200
2024.01.03	19:00:00	2035.765	2037.735	2030.522	2031.232	2393	0	199
2024.01.03	19:15:00	2031.219	2039.187	2031.219	2038.712	2026	0	199
2024.01.03	19:30:00	2038.679	2042.278	2036.231	2037.964	2412	0	199
2024.01.03	19:45:00	2037.934	2038.458	2034.743	2036.620	1744	0	199
2024.01.03	20:00:00	2036.583	2039.494	2036.405	2039.412	1532	0	199
2024.01.03	20:15:00	2039.360	2042.031	2039.187	2041.070	1533	0	199
2024.01.03	20:30:00	2041.063	2041.919	2040.647	2041.388	1344	0	199
2024.01.03	20:45:00	2041.438	2042.309	2040.651	2040.956	1223	0	200
2024.01.03	21:00:00	2040.996	2041.702	2040.222	2040.641	788	0	200
2024.01.03	21:15:00	2040.590	2041.809	2040.365	2041.457	625	0	199
2024.01.03	21:30:00	2041.452	2041.558	2040.625	2041.050	672	0	200
2024.01.03	21:45:00	2041.118	2041.752	2040.814	2041.175	468	0	200
2024.01.03	23:00:00	2042.001	2042.878	2041.091	2042.675	529	0	599
2024.01.03	23:15:00	2042.709	2042.855	2041.856	2042.334	521	0	599
2024.01.03	23:30:00	2042.294	2043.382	2042.000	2043.160	497	0	600
2024.01.03	23:45:00	2043.156	2043.665	2042.589	2042.666	644	0	599
2024.01.04	00:00:00	2042.657	2043.158	2042.162	2042.756	855	0	199
2024.01.04	00:15:00	2042.751	2043.186	2042.661	2042.931	724	0	199
2024.01.04	00:30:00	2042.931	2042.945	2042.029	2042.287	695	0	200
2024.01.04	00:45:00	2042.303	2042.752	2041.533	2042.090	845	0	199
2024.01.04	01:00:00	2042.089	2042.785	2041.520	2042.080	1085	0	199
2024.01.04	01:15:00	2042.084	2043.284	2040.646	2041.121	1072	0	200
2024.01.04	01:30:00	2041.110	2041.367	2040.044	2040.669	1144	0	200
2024.01.04	01:45:00	2040.721	2042.349	2040.534	2042.197	1050	0	199
2024.01.04	02:00:00	2042.207	2044.092	2042.207	2043.881	1203	0	200
2024.01.04	02:15:00	2043.877	2044.650	2043.356	2044.176	1036	0	200
2024.01.04	02:30:00	2044.145	2044.271	2042.603	2043.197	924	0	199
2024.01.04	02:45:00	2043.146	2044.762	2042.728	2044.586	934	0	199
2024.01.04	03:00:00	2044.619	2045.551	2044.092	2045.318	921	0	199
2024.01.04	03:15:00	2045.322	2046.591	2045.177	2046.398	845	0	199
2024.01.04	03:30:00	2046.424	2046.960	2045.794	2045.918	875	0	199
2024.01.04	03:45:00	2045.875	2046.358	2044.564	2044.684	696	0	199
2024.01.04	04:00:00	2044.682	2044.682	2042.689	2043.455	980	0	200
2024.01.04	04:15:00	2043.455	2043.905	2042.370	2043.190	879	0	200
2024.01.04	04:30:00	2043.182	2044.587	2043.134	2044.322	701	0	199
2024.01.04	04:45:00	2044.274	2044.372	2042.614	2043.012	757	0	200
2024.01.04	05:00:00	2042.998	2043.393	2042.382	2043.171	767	0	200
2024.01.04	05:15:00	2043.181	2043.769	2043.181	2043.391	643	0	200
2024.01.04	05:30:00	2043.391	2044.270	2042.312	2043.363	973	0	199
2024.01.04	05:45:00	2043.362	2044.159	2043.195	2043.774	816	0	199
2024.01.04	06:00:00	2043.781	2045.176	2043.571	2045.116	869	0	199
2024.01.04	06:15:00	2045.102	2048.590	2044.817	2047.024	1388	0	199
2024.01.04	06:30:00	2046.979	2047.921	2045.872	2045.901	1245	0	199
2024.01.04	06:45:00	2045.890	2047.620	2045.197	2047.203	999	0	200
2024.01.04	07:00:00	2047.160	2048.500	2046.885	2047.720	1293	0	200
2024.01.04	07:15:00	2047.770	2048.686	2046.482	2048.179	1094	0	200
2024.01.04	07:30:00	2048.175	2049.550	2046.648	2049.270	1176	0	199
2024.01.04	07:45:00	2049.320	2049.439	2047.160	2047.599	1025	0	200
2024.01.04	08:00:00	2047.654	2048.584	2046.673	2047.638	1213	0	199
2024.01.04	08:15:00	2047.607	2048.435	2046.847	2047.346	1134	0	199
2024.01.04	08:30:00	2047.351	2047.527	2045.398	2045.899	1246	0	199
2024.01.04	08:45:00	2045.909	2047.477	2045.407	2046.763	1080	0	200
2024.01.04	09:00:00	2046.717	2048.367	2046.294	2048.097	1001	0	199
2024.01.04	09:15:00	2048.096	2048.798	2046.267	2047.077	1031	0	200
2024.01.04	09:30:00	2047.086	2050.958	2047.086	2049.838	1362	0	199
2024.01.04	09:45:00	2049.805	2050.312	2047.688	2047.995	1155	0	200
2024.01.04	10:00:00	2048.020	2048.890	2046.789	2048.212	1157	0	199
2024.01.04	10:15:00	2048.259	2050.826	2048.096	2049.280	1071	0	199
2024.01.04	10:30:00	2049.294	2049.655	2047.899	2048.200	1069	0	200
2024.01.04	10:45:00	2048.184	2048.496	2046.625	2047.887	1024	0	199
2024.01.04	11:00:00	2047.882	2048.350	2047.031	2047.727	1043	0	199
2024.01.04	11:15:00	2047.723	2048.402	2047.477	2047.701	935	0	199
2024.01.04	11:30:00	2047.710	2048.228	2046.871	2047.180	903	0	199
2024.01.04	11:45:00	2047.181	2047.680	2044.830	2045.136	1055	0	199
2024.01.04	12:00:00	2045.137	2045.568	2043.274	2044.923	1159	0	199
2024.01.04	12:15:00	2044.913	2045.825	2043.843	2045.394	979	0	200
2024.01.04	12:30:00	2045.400	2046.136	2044.635	2046.063	998	0	199
2024.01.04	12:45:00	2046.059	2046.175	2045.234	2045.853	927	0	200
2024.01.04	13:00:00	2045.865	2047.108	2045.276	2046.319	1294	0	199
2024.01.04	13:15:00	2046.320	2046.320	2042.419	2044.953	1956	0	199
2024.01.04	13:30:00	2044.898	2044.898	2038.830	2039.392	2088	0	199
2024.01.04	13:45:00	2039.358	2041.943	2039.150	2040.153	1571	0	199
2024.01.04	14:00:00	2040.200	2040.594	2037.311	2040.344	1577	0	199
2024.01.04	14:15:00	2040.296	2042.563	2039.997	2040.269	1298	0	199
2024.01.04	14:30:00	2040.273	2040.862	2038.877	2039.966	1570	0	199
2024.01.04	14:45:00	2039.907	2040.469	2036.176	2039.267	2147	0	199
2024.01.04	15:00:00	2039.295	2045.271	2039.107	2045.088	2303	0	199
2024.01.04	15:15:00	2045.080	2047.162	2042.741	2046.821	1938	0	200
2024.01.04	15:30:00	2046.862	2047.778	2044.541	2044.676	1738	0	199
2024.01.04	15:45:00	2044.639	2045.406	2043.466	2045.046	1398	0	199
2024.01.04	16:00:00	2045.084	2046.679	2044.201	2045.058	1324	0	199
2024.01.04	16:15:00	2045.021	2046.108	2044.043	2045.124	1395	0	199
2024.01.04	16:30:00	2045.125	2046.547	2044.567	2045.489	1278	0	200
2024.01.04	16:45:00	2045.512	2045.996	2044.328	2044.635	1116	0	199
2024.01.04	17:00:00	2044.686	2045.009	2043.139	2043.587	1088	0	199
2024.01.04	17:15:00	2043.560	2043.723	2041.438	2041.729	1331	0	199
2024.01.04	17:30:00	2041.725	2043.572	2040.825	2043.387	1125	0	200
2024.01.04	17:45:00	2043.396	2044.275	2042.588	2043.192	1058	0	200
2024.01.04	18:00:00	2043.205	2043.938	2041.811	2042.388	963	0	199
2024.01.04	18:15:00	2042.396	2042.958	2041.460	2042.413	995	0	199
2024.01.04	18:30:00	2042.369	2043.527	2042.017	2042.848	1047	0	200
2024.01.04	18:45:00	2042.891	2043.296	2042.035	2043.123	941	0	199
2024.01.04	19:00:00	2043.072	2044.018	2042.740	2042.869	826	0	200
2024.01.04	19:15:00	2042.886	2043.189	2042.428	2042.764	760	0	200
2024.01.04	19:30:00	2042.765	2043.095	2042.395	2043.009	718	0	199
2024.01.04	19:45:00	2042.980	2044.852	2042.955	2044.299	902	0	199
2024.01.04	20:00:00	2044.282	2044.746	2043.942	2044.655	864	0	200
2024.01.04	20:15:00	2044.653	2044.653	2043.562	2044.431	838	0	199
2024.01.04	20:30:00	2044.432	2044.783	2044.016	2044.297	831	0	199
2024.01.04	20:45:00	2044.289	2044.532	2042.998	2042.998	937	0	199
2024.01.04	21:00:00	2043.060	2044.289	2043.060	2043.253	656	0	200
2024.01.04	21:15:00	2043.253	2043.493	2043.119	2043.275	509	0	200
2024.01.04	21:30:00	2043.269	2043.324	2043.119	2043.311	331	0	200
2024.01.04	21:45:00	2043.309	2043.791	2043.071	2043.290	328	0	200
2024.01.04	23:00:00	2043.256	2044.332	2042.558	2044.332	318	0	600
2024.01.04	23:15:00	2044.277	2044.602	2042.677	2042.855	635	0	599
2024.01.04	23:30:00	2042.863	2043.578	2042.485	2043.535	510	0	600
2024.01.04	23:45:00	2043.434	2044.337	2042.889	2043.865	630	0	600
2024.01.05	00:00:00	2043.917	2044.221	2043.235	2043.799	841	0	199
2024.01.05	00:15:00	2043.796	2044.235	2043.518	2043.922	654	0	199
2024.01.05	00:30:00	2043.914	2044.408	2043.568	2044.289	675	0	200
2024.01.05	00:45:00	2044.311	2044.679	2043.923	2044.251	812	0	200
2024.01.05	01:00:00	2044.260	2047.423	2043.999	2046.991	1203	0	200
2024.01.05	01:15:00	2047.022	2048.264	2045.941	2046.264	1438	0	200
2024.01.05	01:30:00	2046.229	2047.363	2045.379	2047.028	1250	0	199
2024.01.05	01:45:00	2047.082	2047.527	2045.826	2046.138	965	0	199
2024.01.05	02:00:00	2046.138	2047.403	2045.641	2046.564	1000	0	199
2024.01.05	02:15:00	2046.553	2047.795	2046.466	2047.351	766	0	200
2024.01.05	02:30:00	2047.366	2047.366	2045.903	2046.381	811	0	199
2024.01.05	02:45:00	2046.384	2046.986	2045.973	2046.134	823	0	200
2024.01.05	03:00:00	2046.134	2046.408	2044.793	2045.278	989	0	199
2024.01.05	03:15:00	2045.280	2046.040	2044.962	2045.455	937	0	200
2024.01.05	03:30:00	2045.448	2045.884	2045.040	2045.331	771	0	200
2024.01.05	03:45:00	2045.292	2045.543	2044.895	2045.320	716	0	199
2024.01.05	04:00:00	2045.276	2045.594	2044.440	2044.778	644	0	200
2024.01.05	04:15:00	2044.846	2046.378	2044.534	2046.052	736	0	199
2024.01.05	04:30:00	2046.053	2046.268	2045.334	2045.367	677	0	199
2024.01.05	04:45:00	2045.367	2045.482	2044.507	2044.595	636	0	199
2024.01.05	05:00:00	2044.551	2044.824	2043.132	2043.799	768	0	199
2024.01.05	05:15:00	2043.803	2044.285	2043.640	2044.249	716	0	200
2024.01.05	05:30:00	2044.244	2045.226	2043.969	2044.861	785	0	200
2024.01.05	05:45:00	2044.860	2044.934	2043.915	2044.452	830	0	200
2024.01.05	06:00:00	2044.454	2045.060	2044.114	2044.426	805	0	200
2024.01.05	06:15:00	2044.378	2044.422	2042.080	2042.530	989	0	199
2024.01.05	06:30:00	2042.499	2042.599	2040.840	2041.319	1032	0	199
2024.01.05	06:45:00	2041.320	2042.741	2040.963	2042.420	1056	0	199
2024.01.05	07:00:00	2042.421	2045.331	2042.027	2045.125	1178	0	200
2024.01.05	07:15:00	2045.074	2047.000	2044.640	2044.735	1431	0	199
2024.01.05	07:30:00	2044.733	2045.200	2043.244	2043.662	986	0	199
2024.01.05	07:45:00	2043.664	2044.688	2043.053	2043.125	920	0	199
2024.01.05	08:00:00	2043.141	2044.396	2042.214	2042.813	1241	0	199
2024.01.05	08:15:00	2042.805	2043.481	2041.882	2042.834	1148	0	200
2024.01.05	08:30:00	2042.873	2042.945	2041.393	2042.096	1060	0	200
2024.01.05	08:45:00	2042.077	2043.159	2041.675	2042.389	999	0	200
2024.01.05	09:00:00	2042.343	2043.781	2041.710	2042.723	1034	0	199
2024.01.05	09:15:00	2042.772	2043.146	2041.990	2042.185	982	0	200
2024.01.05	09:30:00	2042.182	2042.531	2040.980	2041.231	962	0	199
2024.01.05	09:45:00	2041.210	2041.371	2038.360	2038.835	1044	0	199
2024.01.05	10:00:00	2038.890	2039.231	2037.338	2038.268	1070	0	199
2024.01.05	10:15:00	2038.322	2038.468	2037.309	2037.679	954	0	199
2024.01.05	10:30:00	2037.696	2038.508	2037.596	2038.322	898	0	199
2024.01.05	10:45:00	2038.305	2040.291	2038.208	2039.947	910	0	199
2024.01.05	11:00:00	2039.919	2040.301	2038.444	2038.594	859	0	200
2024.01.05	11:15:00	2038.636	2038.670	2037.017	2037.643	902	0	199
2024.01.05	11:30:00	2037.632	2039.038	2037.446	2038.196	843	0	199
2024.01.05	11:45:00	2038.199	2039.341	2037.921	2039.152	831	0	200
2024.01.05	12:00:00	2039.136	2040.660	2038.645	2039.769	986	0	199
2024.01.05	12:15:00	2039.760	2039.845	2038.359	2038.803	930	0	199
2024.01.05	12:30:00	2038.753	2040.535	2038.708	2039.983	902	0	199
2024.01.05	12:45:00	2039.935	2040.964	2039.833	2040.117	949	0	200
2024.01.05	13:00:00	2040.165	2041.546	2039.442	2040.883	1352	0	200
2024.01.05	13:15:00	2040.929	2041.741	2039.174	2039.204	1495	0	200
2024.01.05	13:30:00	2039.229	2039.229	2024.346	2033.908	7251	0	199
2024.01.05	13:45:00	2033.875	2041.953	2029.907	2039.925	5548	0	199
2024.01.05	14:00:00	2039.880	2046.253	2038.736	2039.731	4445	0	199
2024.01.05	14:15:00	2039.777	2048.729	2039.527	2046.856	3450	0	199
2024.01.05	14:30:00	2046.819	2049.187	2041.673	2044.569	3921	0	199
2024.01.05	14:45:00	2044.542	2047.948	2044.131	2046.859	2907	0	199
2024.01.05	15:00:00	2046.943	2063.411	2046.943	2060.028	6544	0	199
2024.01.05	15:15:00	2060.079	2063.987	2057.544	2059.740	4801	0	199
2024.01.05	15:30:00	2059.687	2062.695	2058.249	2060.662	3555	0	199
2024.01.05	15:45:00	2060.615	2061.249	2054.320	2054.770	2537	0	199
2024.01.05	16:00:00	2054.829	2056.213	2051.989	2055.645	2312	0	199
2024.01.05	16:15:00	2055.681	2056.178	2049.770	2050.453	2123	0	199
2024.01.05	16:30:00	2050.452	2051.891	2050.126	2050.330	1684	0	199
2024.01.05	16:45:00	2050.374	2051.028	2044.101	2045.065	1880	0	199
2024.01.05	17:00:00	2045.090	2045.237	2040.954	2043.454	2173	0	199
2024.01.05	17:15:00	2043.502	2045.440	2040.855	2041.477	1711	0	199
2024.01.05	17:30:00	2041.521	2043.338	2040.370	2042.305	1867	0	199
2024.01.05	17:45:00	2042.270	2043.660	2041.149	2041.959	1587	0	199
