<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.23	11:00:00	2022.785	2023.934	2022.007	2023.790	3813	0	199
2024.02.23	12:00:00	2023.808	2028.854	2023.011	2028.024	4718	0	199
2024.02.23	13:00:00	2028.054	2029.209	2024.483	2025.359	5575	0	199
2024.02.23	14:00:00	2025.347	2028.619	2024.114	2027.577	6150	0	199
2024.02.23	15:00:00	2027.533	2031.128	2025.699	2030.038	6187	0	199
2024.02.23	16:00:00	2030.088	2038.562	2030.088	2038.292	6372	0	199
2024.02.23	17:00:00	2038.338	2039.778	2036.413	2037.781	4668	0	199
2024.02.23	18:00:00	2037.786	2041.344	2037.405	2040.398	4201	0	199
2024.02.23	19:00:00	2040.393	2040.422	2036.850	2037.302	3472	0	199
2024.02.23	20:00:00	2037.300	2037.474	2035.669	2036.548	3283	0	200
2024.02.23	21:00:00	2036.514	2036.533	2035.093	2035.524	1939	0	200
2024.02.25	23:00:00	2033.240	2034.940	2033.179	2034.224	2091	0	199
2024.02.26	00:00:00	2033.996	2034.105	2029.912	2030.322	3237	0	200
2024.02.26	01:00:00	2030.368	2033.989	2029.876	2031.215	3560	0	199
2024.02.26	02:00:00	2031.233	2031.887	2030.555	2030.863	2744	0	199
2024.02.26	03:00:00	2030.870	2032.460	2030.621	2032.442	2332	0	199
2024.02.26	04:00:00	2032.439	2032.860	2032.016	2032.182	2163	0	199
2024.02.26	05:00:00	2032.178	2034.261	2032.105	2033.057	2685	0	199
2024.02.26	06:00:00	2033.015	2033.878	2031.811	2032.701	2620	0	199
2024.02.26	07:00:00	2032.721	2035.304	2032.347	2035.010	3555	0	199
2024.02.26	08:00:00	2034.961	2037.020	2033.629	2034.005	4322	0	199
2024.02.26	09:00:00	2033.951	2034.389	2032.200	2033.023	3850	0	199
2024.02.26	10:00:00	2033.022	2035.399	2031.670	2032.203	3914	0	199
2024.02.26	11:00:00	2032.228	2032.976	2030.797	2030.891	3851	0	199
2024.02.26	12:00:00	2030.940	2034.095	2030.692	2032.787	3848	0	199
2024.02.26	13:00:00	2032.741	2034.428	2031.618	2032.622	4746	0	199
2024.02.26	14:00:00	2032.651	2032.882	2025.626	2027.545	5948	0	199
2024.02.26	15:00:00	2027.551	2030.049	2025.015	2029.104	5081	0	199
2024.02.26	16:00:00	2029.044	2029.388	2026.538	2027.757	4586	0	199
2024.02.26	17:00:00	2027.756	2028.818	2026.482	2028.668	3648	0	199
2024.02.26	18:00:00	2028.673	2030.065	2028.140	2029.280	3858	0	199
2024.02.26	19:00:00	2029.299	2030.139	2028.546	2029.676	3202	0	199
2024.02.26	20:00:00	2029.642	2033.662	2029.642	2032.320	3267	0	199
2024.02.26	21:00:00	2032.284	2032.284	2030.832	2031.207	1577	0	199
2024.02.26	23:00:00	2031.052	2031.420	2030.365	2031.073	1418	0	599
2024.02.27	00:00:00	2030.986	2032.470	2030.986	2031.444	2365	0	199
2024.02.27	01:00:00	2031.470	2033.733	2031.203	2033.549	2847	0	199
2024.02.27	02:00:00	2033.584	2034.579	2032.530	2032.708	2516	0	199
2024.02.27	03:00:00	2032.709	2033.435	2032.312	2033.372	2087	0	199
2024.02.27	04:00:00	2033.365	2034.537	2033.362	2033.711	1955	0	199
2024.02.27	05:00:00	2033.706	2033.957	2032.773	2033.581	2523	0	199
2024.02.27	06:00:00	2033.578	2034.947	2033.205	2033.466	2576	0	200
2024.02.27	07:00:00	2033.461	2036.180	2033.207	2035.386	3159	0	199
2024.02.27	08:00:00	2035.380	2039.471	2034.573	2038.063	4013	0	200
2024.02.27	09:00:00	2038.025	2038.120	2035.306	2036.568	3628	0	199
2024.02.27	10:00:00	2036.572	2036.702	2034.602	2036.392	3673	0	199
2024.02.27	11:00:00	2036.449	2038.736	2035.488	2038.172	3521	0	199
2024.02.27	12:00:00	2038.182	2039.104	2037.058	2038.222	3954	0	199
2024.02.27	13:00:00	2038.278	2038.631	2035.170	2035.461	5061	0	199
2024.02.27	14:00:00	2035.418	2036.503	2033.587	2034.917	5575	0	199
2024.02.27	15:00:00	2034.977	2037.090	2032.992	2033.746	5670	0	199
2024.02.27	16:00:00	2033.794	2034.255	2031.760	2033.089	4329	0	199
2024.02.27	17:00:00	2033.093	2033.093	2029.652	2032.209	3772	0	199
2024.02.27	18:00:00	2032.206	2036.025	2031.897	2032.385	4279	0	199
2024.02.27	19:00:00	2032.350	2032.450	2029.350	2030.214	3332	0	200
2024.02.27	20:00:00	2030.215	2030.335	2028.678	2030.161	2963	0	199
2024.02.27	21:00:00	2030.202	2030.570	2029.797	2030.387	1527	0	199
2024.02.27	23:00:00	2030.073	2030.730	2029.428	2030.090	1265	0	599
2024.02.28	00:00:00	2029.968	2031.226	2029.100	2030.771	2465	0	199
2024.02.28	01:00:00	2030.755	2033.694	2029.708	2033.362	3150	0	199
2024.02.28	02:00:00	2033.372	2033.581	2030.468	2031.026	2754	0	199
2024.02.28	03:00:00	2031.041	2031.775	2029.797	2030.935	2664	0	199
2024.02.28	04:00:00	2030.937	2031.150	2029.785	2030.259	2263	0	199
2024.02.28	05:00:00	2030.257	2031.104	2029.992	2030.909	2199	0	200
2024.02.28	06:00:00	2030.934	2032.020	2028.628	2029.331	2684	0	199
2024.02.28	07:00:00	2029.329	2029.338	2027.816	2028.121	3300	0	199
2024.02.28	08:00:00	2028.166	2029.233	2026.600	2026.814	3687	0	199
2024.02.28	09:00:00	2026.807	2027.369	2024.829	2024.855	3808	0	199
2024.02.28	10:00:00	2024.853	2027.523	2024.467	2027.285	3857	0	199
2024.02.28	11:00:00	2027.281	2027.858	2026.651	2027.255	3523	0	199
2024.02.28	12:00:00	2027.204	2030.373	2026.832	2029.520	3657	0	200
2024.02.28	13:00:00	2029.526	2036.054	2029.081	2035.781	6441	0	199
2024.02.28	14:00:00	2035.781	2037.925	2031.033	2031.780	5678	0	199
2024.02.28	15:00:00	2031.744	2034.018	2030.387	2031.790	4686	0	199
2024.02.28	16:00:00	2031.758	2034.048	2031.715	2033.548	4090	0	199
2024.02.28	17:00:00	2033.548	2035.522	2032.289	2033.761	3742	0	199
2024.02.28	18:00:00	2033.755	2034.804	2031.398	2031.570	3483	0	199
2024.02.28	19:00:00	2031.555	2032.328	2030.834	2032.089	3239	0	199
2024.02.28	20:00:00	2032.139	2034.162	2032.053	2033.740	3052	0	199
2024.02.28	21:00:00	2033.761	2035.258	2033.001	2033.845	1633	0	199
2024.02.28	23:00:00	2034.519	2035.415	2034.300	2034.303	1364	0	599
2024.02.29	00:00:00	2034.378	2035.513	2033.935	2034.199	2114	0	200
2024.02.29	01:00:00	2034.174	2036.545	2034.152	2036.378	3025	0	199
2024.02.29	02:00:00	2036.395	2037.036	2035.448	2036.503	3076	0	199
2024.02.29	03:00:00	2036.516	2036.708	2035.181	2036.541	2345	0	200
2024.02.29	04:00:00	2036.541	2036.561	2035.025	2035.173	2011	0	200
2024.02.29	05:00:00	2035.217	2035.905	2034.336	2035.582	2504	0	200
2024.02.29	06:00:00	2035.585	2036.985	2035.400	2036.782	2554	0	199
2024.02.29	07:00:00	2036.808	2037.839	2035.850	2037.230	3302	0	199
2024.02.29	08:00:00	2037.171	2037.456	2035.497	2037.126	3788	0	199
2024.02.29	09:00:00	2037.193	2037.419	2033.970	2034.531	3873	0	199
2024.02.29	10:00:00	2034.537	2034.803	2030.474	2030.815	3778	0	199
2024.02.29	11:00:00	2030.801	2031.766	2028.830	2030.237	3828	0	199
2024.02.29	12:00:00	2030.237	2030.589	2028.062	2030.175	3723	0	199
2024.02.29	13:00:00	2030.173	2048.651	2030.145	2047.532	10911	0	199
2024.02.29	14:00:00	2047.565	2050.315	2045.867	2047.737	7703	0	199
2024.02.29	15:00:00	2047.784	2050.683	2046.491	2048.068	6617	0	199
2024.02.29	16:00:00	2048.098	2048.350	2043.709	2044.931	5267	0	199
2024.02.29	17:00:00	2044.887	2045.937	2043.273	2045.623	4157	0	199
2024.02.29	18:00:00	2045.569	2046.759	2044.990	2046.201	4082	0	199
2024.02.29	19:00:00	2046.199	2046.856	2043.989	2044.477	3489	0	199
2024.02.29	20:00:00	2044.420	2045.419	2043.726	2044.019	3161	0	199
2024.02.29	21:00:00	2044.073	2044.223	2042.829	2043.739	1784	0	199
2024.02.29	23:00:00	2043.954	2044.148	2042.765	2043.981	1540	0	599
2024.03.01	00:00:00	2044.051	2044.225	2042.769	2043.709	2364	0	199
2024.03.01	01:00:00	2043.757	2044.694	2043.010	2044.289	2605	0	199
2024.03.01	02:00:00	2044.302	2045.859	2044.050	2045.378	2497	0	199
2024.03.01	03:00:00	2045.380	2046.792	2045.228	2046.518	2377	0	199
2024.03.01	04:00:00	2046.518	2046.518	2045.196	2045.458	1664	0	199
2024.03.01	05:00:00	2045.469	2045.638	2043.409	2044.996	2539	0	199
2024.03.01	06:00:00	2045.039	2048.107	2044.804	2046.736	2796	0	199
2024.03.01	07:00:00	2046.726	2048.758	2045.224	2045.396	3543	0	199
2024.03.01	08:00:00	2045.460	2045.656	2039.039	2039.860	4446	0	199
2024.03.01	09:00:00	2039.812	2047.530	2039.392	2046.283	4662	0	199
2024.03.01	10:00:00	2046.255	2055.075	2045.854	2054.797	5085	0	199
2024.03.01	11:00:00	2054.791	2057.482	2053.819	2055.325	4285	0	199
2024.03.01	12:00:00	2055.324	2056.974	2052.217	2052.393	4211	0	199
2024.03.01	13:00:00	2052.437	2054.536	2050.071	2051.553	6232	0	199
2024.03.01	14:00:00	2051.605	2056.642	2045.572	2046.545	7484	0	199
2024.03.01	15:00:00	2046.627	2070.928	2046.627	2069.182	12391	0	199
2024.03.01	16:00:00	2069.211	2081.988	2069.211	2081.054	7683	0	199
2024.03.01	17:00:00	2081.005	2085.672	2079.922	2084.750	6645	0	199
2024.03.01	18:00:00	2084.768	2088.313	2082.198	2085.658	5459	0	199
2024.03.01	19:00:00	2085.636	2086.689	2084.709	2085.252	4232	0	199
2024.03.01	20:00:00	2085.223	2085.344	2082.988	2083.530	3502	0	200
2024.03.01	21:00:00	2083.499	2084.012	2082.849	2083.315	2023	0	199
2024.03.03	23:00:00	2082.522	2086.146	2082.522	2083.440	2893	0	199
2024.03.04	00:00:00	2083.591	2084.346	2082.169	2082.571	3187	0	199
2024.03.04	01:00:00	2082.615	2082.935	2079.413	2080.259	3599	0	199
2024.03.04	02:00:00	2080.225	2083.469	2079.820	2081.503	3174	0	199
2024.03.04	03:00:00	2081.502	2081.955	2080.316	2081.366	2532	0	199
2024.03.04	04:00:00	2081.367	2081.534	2080.244	2080.744	1958	0	199
2024.03.04	05:00:00	2080.696	2082.256	2080.424	2081.517	2284	0	199
2024.03.04	06:00:00	2081.518	2083.882	2081.051	2083.456	3129	0	200
2024.03.04	07:00:00	2083.453	2088.249	2083.453	2087.334	3684	0	199
2024.03.04	08:00:00	2087.374	2087.439	2083.461	2083.909	4414	0	199
2024.03.04	09:00:00	2083.905	2086.183	2083.160	2085.146	3967	0	199
2024.03.04	10:00:00	2085.137	2085.788	2082.583	2083.873	3677	0	199
2024.03.04	11:00:00	2083.903	2084.556	2081.797	2082.112	3613	0	199
2024.03.04	12:00:00	2082.101	2083.378	2081.821	2082.514	3566	0	199
2024.03.04	13:00:00	2082.518	2093.155	2081.107	2091.577	7059	0	199
2024.03.04	14:00:00	2091.629	2101.398	2090.392	2100.712	9161	0	199
2024.03.04	15:00:00	2100.657	2109.357	2097.490	2109.012	7384	0	199
2024.03.04	16:00:00	2108.970	2119.885	2107.591	2119.260	10142	0	199
2024.03.04	17:00:00	2119.293	2119.742	2113.883	2116.464	7011	0	199
2024.03.04	18:00:00	2116.431	2118.002	2113.521	2115.320	5096	0	199
2024.03.04	19:00:00	2115.318	2117.298	2113.294	2116.240	3934	0	199
2024.03.04	20:00:00	2116.249	2118.522	2115.360	2116.611	3678	0	199
2024.03.04	21:00:00	2116.677	2117.258	2114.314	2114.412	1814	0	200
2024.03.04	23:00:00	2114.101	2115.655	2113.392	2114.480	1610	0	599
2024.03.05	00:00:00	2114.340	2115.858	2114.147	2115.466	2725	0	199
2024.03.05	01:00:00	2115.460	2116.844	2110.402	2112.663	4489	0	199
2024.03.05	02:00:00	2112.647	2113.312	2111.381	2112.221	3141	0	199
